,star_rating,helpful_votes,total_votes,review
457,1,2,3,"UPDATE.  Danby died taking electrical plug with it Can someone tell me how to make the door open more easily????????<br /><br />I bought this microwave to sit on top of refrigerator - only place I have for one but the door is so hard to open that by the time I've punched the &#34;open&#34; bar enough to get the thing open, the oven has moved back away from my reach so have to climb on stool and pull it back forward and then put food in.<br /><br /> UPDATE March 6, 2015 -  After buying the nonslip product as suggested by reply to earlier review, the nonslip sits unopened.  Instead, the microwave sits unplugged like a small dead dinosaur on top of my refrigerator.  For 70 years since my grandfather built this little house, a refrigerator has been plugged into the the receptacle behind it including for 20 years my various ones.<br /><br />It took this Danby microwave less than two months of less than stellar service to trip the breaker for the first time.  Even with the electrician installed updated breaker box, the Danby managed to screw it up.  After unplugging the Danby and waiting, I tried again to reset the breaker and it worked.  I now have a refrigerator again but have no microwave.<br /><br />To use, this microwave oven had to be almost punched to open its door.  Then adjust turntable so it would turn.  Then add some more time with the 30-second add button.  Then punch it again to open the door.  Meanwhile, from the punching, the oven has slid away from reach so get out the stepstool  Just touching a numbered button DOES NOT begin to set the time.  Instead, that starts &#34;express&#34; time of minutes for the number I touched."
458,5,0,3,Five Stars Finally a microwave that doesn't beep!!!<br /><br />Included &#34;Crusty Plate&#34; was badly bent.
459,2,0,0,Door Falls Apart Lasted 2 years and then fell apart. The tabs that hold the window in place all broke off on their own. LG does not care since it is out of warranty. They want to charge me over $100 for a new door.
460,5,1,1,It arrived in perfect shape and I just had to plug it in It arrived in perfect shape and I just had to plug it in.  I have been using it every day even though I have an over the stove one too.  It is so handy to do small jobs along with the big one.
461,5,0,0,Petite microwave Perfect fit in my tiny kitchen.  Love the cool blue digital read-out!
462,1,4,21,Don't buy GE microwav Terrible product. Cheaply made. Horrible review all around.
463,5,1,1,He likes it. I bought this for a gift for a family member about 500 miles away. He says he's very happy with it and that's all I need to know
464,5,0,1,save $ 2 months & no problems!
465,4,3,5,"rather large for a countertop but otherwise a good product The Samsung Counter Top Grill Microwave contains a lot of features including a soften/melt setting and a grill capability but is probably too large for most countertops, an obvious drawback considering what it is advertised to be for. However, after using this microwave I can say that it works well and, while some its components are plastic, it seems pretty well constructed to me. The grilling feature, (the microwave includes a grill and a setting for accomplishing grilling and the soften/melt feature are nice. I tried the soften/melt feature, for example, and it worked fine. I also think this microwave is attractive so that is not a problem. The only real problem I can see with this microwave is that it is just too large for most countertops. If this is not a problem for you then I recommend this microwave, otherwise, I recommend looking for a smaller microwave."
466,4,1,1,"Would like to have an add 30 sec or quick minute ... Works well.  Would like to have an add 30 sec or quick minute option, but overall, is very solid for the price."
467,5,0,0,Five Stars works very well
468,5,3,3,"Space saver, high wattage, several different install options Over the range microwaves are a wonderful way to save counter space. This one gives you the option of venting the fan to duct work, or back into the kitchen, and fit under my standard height cabinets very well. Be advised that this requires a 20 amp GFI outlet to be installed inside the cabinet over your stove. This isn't hard to work out, because chances are in a newer house, your existing vent hood has electrical for it's fan and light. Watch a few youtube videos of these being installed and you should be fine."
469,5,4,4,"Really nice microwave that also grills and functions like an oven My husband has been using this for the past month in his high school classroom, and his students have been using it every day to warm things up.  It's already been getting a lot of use, and is holding up great so far. Of course, I know it hasn't been used that long, so I'll be sure to update my review as they use it more.<br /><br />The nicest features of this are:<br /><br />* It's a microwave that also grills and crisps food -- so it really functions more like an oven than a microwave.  It comes with a grill rack, and you can cook meat on it.  When you use the grill function, you can put metal into the microwave . . . but just be careful that you take out the metal once you use it as a microwave proper. The gill function works fine, but doesn't make your food quite as crispy and nice as a regular toaster oven does.<br /><br />*  The crispy plate is also perfect for doing pizzas, and the students who have been using it to cook frozen pizzas have said that they are evenly cooked.<br /><br />* The 1,000 watts make this pretty powerful.  It's good at evenly cooking food, and doesn't leave those cold places in frozen dinners like cheaper microwaves do.<br /><br />*  There are ten power levels and a plus 30 seconds button, so you can easily add more time to your cooking time.<br /><br />* A standard variety of pre-set buttons make this good for doing basics such as popcorn, veggies, and potatoes.<br /><br />* The exterior has a scratch-resistant coating, and the stainless steel facing doesn't pick up smudges and fingerprints like stainless steel often does.<br /><br />The measurements on the 1.1 cubic foot microwave are: 11-11/16 H by 20-3/8 W by 15-13/16 D in inches.<br /><br />Overall, this is a really nice microwave.  As I mentioned at the start of my review, I will update this as my husband and his students use this more, but, so far, they've really liked it and it's held up well to constant use."
